date,temperature (celsius),precipitation (mm/day),flow_observed (mm/day)
7/2/2005,24.26388889,0,0.279325209
7/3/2005,23.26944444,0,0.268103174
7/4/2005,25.60555556,0.762,0.257752407
7/5/2005,24.41388889,0,0.248178218
7/6/2005,24.80833333,0,0.23929588
7/7/2005,19.32222222,14.478,0.272664165
7/8/2005,23.16944444,0,0.269221572
7/9/2005,24.03888889,0,0.258960295
7/10/2005,23.72222222,0,0.249297013
7/11/2005,23.98333333,2.794,0.240335142
7/12/2005,24.83611111,0,0.232000573
7/13/2005,21.10555556,14.478,0.261777794
7/14/2005,23.55277778,4.064,0.259210734
7/15/2005,25.00277778,2.286,0.250258805
7/16/2005,24.775,7.62,0.242741236
7/17/2005,26.08055556,23.368,0.584265673
7/18/2005,24.73611111,13.208,0.376668679
7/19/2005,25.03611111,6.604,0.406724669
7/20/2005,26.40833333,0,0.402313333
7/21/2005,27.52777778,2.032,0.379236086
7/22/2005,25.79722222,0,0.3586927
7/23/2005,26.11111111,0,0.340287226
7/24/2005,25.475,0,0.323699947
7/25/2005,26.53611111,0,0.308672204
7/26/2005,28.33333333,0,0.294992426
7/27/2005,26.47222222,14.224,0.314914233
7/28/2005,23.23333333,0.508,0.314633076
7/29/2005,24.65277778,0,0.300582192
7/30/2005,24.14166667,0,0.287602435
7/31/2005,24.61666667,0,0.275708211
8/1/2005,24.61666667,0,0.264767964
8/2/2005,25.35833333,0,0.254670667
8/3/2005,25.55277778,0,0.245321949
8/4/2005,25.91944444,0,0.236641078
8/5/2005,25.92222222,18.542,0.307991415
8/6/2005,25.20833333,1.27,0.278070363
8/7/2005,24.18888889,0,0.266950012
8/8/2005,21.04444444,1.778,0.256687232
8/9/2005,24.81111111,0,0.247191273
8/10/2005,24.98888889,0,0.238378805
8/11/2005,25.41944444,0,0.230178201
8/12/2005,26.75555556,0,0.222527539
8/13/2005,26.6,0,0.215373014
8/14/2005,27.08611111,0,0.208667644
8/15/2005,27.08611111,0,0.202370217
8/16/2005,25.71111111,17.018,0.246933656
8/17/2005,25.88888889,0,0.235021055
8/18/2005,25.21388889,4.064,0.227063959
8/19/2005,26.73611111,17.78,0.279809313
8/20/2005,26.84166667,0.508,0.263941508
8/21/2005,26.075,0,0.253916358
8/22/2005,23.28888889,0,0.244622426
8/23/2005,22.89166667,0,0.235990549
8/24/2005,22,0,0.227952039
8/25/2005,22.99444444,0,0.220447428
8/26/2005,22.38611111,7.366,0.219391216
8/27/2005,24.70555556,0.508,0.218551872
8/28/2005,25.36388889,5.334,0.209160576
8/29/2005,23.06388889,0.762,0.206262204
8/30/2005,24.88333333,3.81,0.200110653
8/31/2005,22.34722222,2.794,0.194315501
9/1/2005,22.96111111,0,0.188848826
9/2/2005,21.01388889,0,0.18368335
9/3/2005,19.75833333,0,0.17879474
9/4/2005,18.83055556,0,0.174161226
9/5/2005,20.05833333,0,0.169763268
9/6/2005,20.47777778,0,0.165583278
9/7/2005,19.84722222,0,0.161605381
9/8/2005,19.82222222,0,0.157815213
9/9/2005,20.64166667,0,0.154199741
9/10/2005,22.01666667,0,0.150747116
9/11/2005,22.60833333,0,0.147446539
9/12/2005,22.075,0,0.144288148
9/13/2005,21.60555556,0,0.141262919
9/14/2005,22.43055556,0,0.138362575
9/15/2005,24.15833333,0,0.135579514
9/16/2005,23.225,0.762,0.132906742
9/17/2005,22.33333333,0.254,0.130337809
9/18/2005,22.37222222,0,0.127866761
9/19/2005,22.04444444,0,0.12548809
9/20/2005,22.92777778,0,0.123196697
9/21/2005,22.78333333,0,0.12098785
9/22/2005,23.33055556,0,0.118857156
9/23/2005,24.74166667,0,0.116800526
9/24/2005,24.17222222,0,0.114814155
9/25/2005,24.29166667,0,0.112894493
9/26/2005,20.96111111,12.192,0.132769472
9/27/2005,19.64722222,0,0.127551157
9/28/2005,20.08055556,0,0.125242434
9/29/2005,14.98611111,6.604,0.126263041
9/30/2005,15.34166667,0,0.129773462
10/1/2005,18.77777778,0,0.127681235
10/2/2005,21.15833333,0,0.12530943
10/3/2005,21.01666667,0,0.123024527
10/4/2005,20.95833333,0,0.120821822
10/5/2005,20.43055556,0,0.118696946
10/6/2005,17.81111111,2.286,0.116645833
10/7/2005,17.07777778,3.81,0.115165498
10/8/2005,12.76944444,1.27,0.114966879
10/9/2005,12.78888889,0,0.113045548
10/10/2005,15.54444444,1.27,0.11118433
10/11/2005,18.675,0,0.10938365
10/12/2005,18.22222222,0,0.107640594
10/13/2005,17.56944444,0,0.105952431
10/14/2005,17.56944444,0,0.104316603
10/15/2005,15.68611111,0,0.102730707
10/16/2005,10.975,0,0.101192486
10/17/2005,12.23888889,0,0.099699816
10/18/2005,16.075,0,0.098250699
10/19/2005,18.24444444,0,0.096843252
10/20/2005,19.21111111,0,0.095475699
10/21/2005,18.11111111,12.954,0.126041612
10/22/2005,13.05555556,3.302,0.11279228
10/23/2005,11.93055556,5.588,0.115587477
10/24/2005,5.680555556,2.54,0.118424255
10/25/2005,6.2,7.62,0.125937522
10/26/2005,7.336111111,0,0.130825283
10/27/2005,6.330555556,0,0.128424298
10/28/2005,6.786111111,0,0.126024936
10/29/2005,6.772222222,0,0.123713987
10/30/2005,8.563888889,0,0.121486636
10/31/2005,9.736111111,0,0.119338416
11/1/2005,10.36388889,3.81,0.118415231
11/2/2005,9.580555556,0,0.119685143
11/3/2005,10.36388889,0,0.117773545
11/4/2005,12.86944444,0,0.115754085
11/5/2005,15.49444444,0,0.113802997
11/6/2005,15.24444444,6.35,0.116104383
11/7/2005,11.56944444,0,0.118628737
11/8/2005,15.03055556,0,0.116617684
11/9/2005,18.00277778,4.064,0.115370722
11/10/2005,5.95,0,0.115771792
11/11/2005,5.633333333,0,0.113846984
11/12/2005,9.297222222,0,0.111959394
11/13/2005,10.18333333,1.778,0.109497213
11/14/2005,11.31944444,12.192,0.14928403
11/15/2005,17.56111111,0.762,0.129246796
11/16/2005,8.877777778,28.194,1.128683976
11/17/2005,-1.016666667,0,0.375522427
11/18/2005,-0.105555556,0,0.355403237
11/19/2005,2.830555556,0,0.337329471
11/20/2005,8.044444444,0,0.321025779
11/21/2005,7.736111111,0,0.306242427
11/22/2005,4.65,0.254,0.292774783
11/23/2005,3.622222222,0,0.280453538
11/24/2005,4.366666667,0,0.269137374
11/25/2005,-3.461111111,0,0.258707385
11/26/2005,4.475,0,0.249062791
11/27/2005,9.169444444,0,0.240117599
11/28/2005,13.47777778,1.016,0.23179798
11/29/2005,9.233333333,20.574,0.700637828
11/30/2005,1.477777778,0,0.540594676
12/1/2005,1.458333333,0.254,0.499518958
12/2/2005,-1.136111111,0.254,0.451400495
12/3/2005,-0.058333333,5.842,0.486724057
12/4/2005,6.094444444,8.636,0.954039432
12/5/2005,0.230555556,0,1.063733069
12/6/2005,-1.538888889,0,0.912196669
12/7/2005,-3.141666667,0,0.797829194
12/8/2005,-0.002777778,12.7,1.272874173
12/9/2005,-2.116666667,0,1.741188539
12/10/2005,-1.505555556,0,1.353526157
12/11/2005,2.772222222,0,1.109534346
12/12/2005,0.019444444,3.302,0.979918739
12/13/2005,-2.675,0,0.947070991
12/14/2005,-0.855555556,0,0.824117779
12/15/2005,2.644444444,21.59,3.175002181
12/16/2005,0.163888889,0,3.025560229
12/17/2005,1.311111111,0,1.940444242
12/18/2005,1.697222222,0,1.459292988
12/19/2005,-4.647222222,0,1.177798348
12/20/2005,-6.433333333,0,0.990724035
12/21/2005,-5.791666667,0,0.856575762
12/22/2005,-3.072222222,0,0.755326362
12/23/2005,-0.263888889,0,0.676022329
12/24/2005,3.744444444,1.524,0.592222408
12/25/2005,5.325,9.652,0.721408775
12/26/2005,2.35,2.54,0.953587336
12/27/2005,5.258333333,0,0.947836711
12/28/2005,9.072222222,9.144,1.213771047
12/29/2005,5.261111111,3.556,1.344789603
12/30/2005,5.130555556,0,1.307507834
12/31/2005,4.755555556,0,1.07919894
1/1/2006,4.580555556,0,0.921025794
1/2/2006,9.708333333,10.668,0.949819722
1/3/2006,7.180555556,1.016,1.218306839
1/4/2006,10.32222222,0,1.03514222
1/5/2006,5.525,0,0.889160534
1/6/2006,0.808333333,1.778,0.748365624
1/7/2006,2.075,0,0.711609502
1/8/2006,7.502777778,0,0.641007601
1/9/2006,10.11111111,0,0.583419123
1/10/2006,7.616666667,0,0.535514271
1/11/2006,6.891666667,3.556,0.491347719
1/12/2006,5.530555556,0,0.480590444
1/13/2006,9.094444444,5.842,0.459115407
1/14/2006,0.825,3.302,0.451584328
1/15/2006,2.044444444,0,0.445274849
1/16/2006,5.630555556,0,0.417164072
1/17/2006,9.094444444,33.02,3.339566835
1/18/2006,0.658333333,1.27,2.941813149
1/19/2006,6.505555556,0,2.418734896
1/20/2006,8.419444444,0,1.698513088
1/21/2006,6.633333333,5.842,1.265953837
1/22/2006,2.952777778,10.16,2.45598308
1/23/2006,7.397222222,32.004,9.61055135
1/24/2006,6.413888889,0,8.614556111
1/25/2006,1.75,0,2.433127702
1/26/2006,1.163888889,0,1.702094258
1/27/2006,3.555555556,0,1.325642884
1/28/2006,7.586111111,0,1.091136281
1/29/2006,10.58055556,5.334,0.909086127
1/30/2006,6.805555556,1.27,0.870472844
1/31/2006,1,0.254,0.766078592
2/1/2006,3.963888889,0,0.684563853
2/2/2006,7.605555556,4.826,0.61574294
2/3/2006,10.85555556,2.032,0.581122173
2/4/2006,3.266666667,9.144,0.971797431
2/5/2006,-2.741666667,0,0.974415404
2/6/2006,-0.863888889,1.524,0.864028747
2/7/2006,-0.344444444,0,0.854686955
2/8/2006,1.116666667,0,0.754057357
2/9/2006,-1.141666667,0,0.675012345
2/10/2006,0.694444444,1.524,0.590693616
2/11/2006,-0.413888889,8.382,0.933928604
2/12/2006,-0.844444444,3.81,1.132721275
2/13/2006,-3.741666667,0,1.226164437
2/14/2006,2.875,0,1.028551804
2/15/2006,6.147222222,0,0.884355035
2/16/2006,11.52777778,0,0.776647221
2/17/2006,9.033333333,6.35,0.710789704
2/18/2006,-5.25,0,0.681510094
2/19/2006,-6.147222222,1.27,0.648199838
2/20/2006,-1.825,2.54,0.693604279
2/21/2006,4.191666667,0,0.716504522
2/22/2006,4.430555556,7.366,0.838775732
2/23/2006,5.797222222,0,0.903659898
2/24/2006,4.922222222,0,0.791477595
2/25/2006,7.830555556,0,0.704627116
2/26/2006,-1.336111111,0,0.635359128
2/27/2006,1.497222222,0,0.578757997
2/28/2006,12.46111111,0,0.531599634
3/1/2006,14.93333333,0,0.491677158
3/2/2006,14.02222222,0,0.457426782
3/3/2006,1.713888889,0,0.427708206
3/4/2006,0.922222222,0,0.401669619
3/5/2006,2.977777778,0,0.378661446
3/6/2006,4.427777778,7.62,0.389597189
3/7/2006,6.113888889,0.254,0.38052577
3/8/2006,6.897222222,0,0.359850795
3/9/2006,15.78611111,3.556,0.336851103
3/10/2006,13.39722222,0,0.330877909
3/11/2006,13.95,3.556,0.313179481
3/12/2006,15.09444444,8.382,0.316781239
3/13/2006,17.25555556,17.526,0.542404286
3/14/2006,7.9,0,0.797687748
3/15/2006,6.061111111,0,0.715294296
3/16/2006,10.21388889,0,0.643968088
3/17/2006,6.516666667,0.762,0.585858872
3/18/2006,3.427777778,0,0.537561054
3/19/2006,2.508333333,0,0.496755798
3/20/2006,2.777777778,3.556,0.461833636
3/21/2006,1.077777778,7.112,0.459563534
3/22/2006,1.791666667,0.254,0.469303205
3/23/2006,3.438888889,0.254,0.439628999
3/24/2006,5.130555556,3.556,0.407866025
3/25/2006,3.744444444,1.27,0.392952415
3/26/2006,3.152777778,0.254,0.381503128
3/27/2006,5.361111111,0,0.360723519
3/28/2006,10.76666667,0,0.342111793
3/29/2006,9.463888889,0,0.325348388
3/30/2006,12.74444444,0,0.310169021
3/31/2006,14.13055556,7.62,0.313414772
4/1/2006,16.875,0.254,0.310896852
4/2/2006,15.70555556,13.462,0.415093984
4/3/2006,14.03055556,6.35,0.550607444
4/4/2006,10.97777778,0.254,0.566339223
4/5/2006,9.238888889,0,0.521161124
4/6/2006,10.14722222,1.778,0.482762052
4/7/2006,17.15277778,26.67,2.280026673
4/8/2006,7.094444444,11.684,3.245076509
4/9/2006,7,0,3.064483215
4/10/2006,11.18888889,0,1.954064682
4/11/2006,14.50277778,0,1.466599631
4/12/2006,18.06111111,0,1.182426106
4/13/2006,19.27222222,1.778,0.993941025
4/14/2006,20.20555556,0,0.858951265
4/15/2006,23.97777778,0,0.75715689
4/16/2006,22.01111111,0,0.677478518
4/17/2006,16.86666667,13.208,0.674076267
4/18/2006,16.87222222,0,0.669169671
4/19/2006,17.83611111,12.954,0.662581787
4/20/2006,15.16388889,0,0.657618945
4/21/2006,17.625,10.414,0.607826946
4/22/2006,17.71944444,8.636,0.807502844
4/23/2006,18.09722222,0.254,0.797908944
4/24/2006,18.50833333,3.302,0.709694596
4/25/2006,18.78333333,6.096,0.634700306
4/26/2006,10.83055556,0.254,0.610245066
4/27/2006,14.15277778,0.254,0.557937202
4/28/2006,13.74722222,0,0.514044727
4/29/2006,16.28888889,0,0.476667886
4/30/2006,18.47222222,4.318,0.435801591
5/1/2006,17.28888889,0,0.422896767
5/2/2006,16.31111111,14.732,0.444196435
5/3/2006,18.05,0,0.456632998
5/4/2006,18.08333333,0,0.431437085
5/5/2006,16.78888889,0,0.404949672
5/6/2006,14.99166667,0,0.381569769
5/7/2006,11,6.35,0.363879981
5/8/2006,13.65833333,0,0.367495611
5/9/2006,17.16111111,0,0.349051907
5/10/2006,17.625,2.54,0.33161029
5/11/2006,12.50277778,13.97,0.368025574
5/12/2006,11.91388889,0.254,0.369022668
5/13/2006,14.875,2.54,0.350304163
5/14/2006,12.075,3.302,0.328048091
5/15/2006,10.64166667,3.048,0.318190008
5/16/2006,11.99444444,0,0.31162802
5/17/2006,13.03611111,0,0.297688731
5/18/2006,13.49444444,8.636,0.294127898
5/19/2006,12.67777778,6.858,0.313138332
5/20/2006,16.36944444,1.778,0.313830307
5/21/2006,15.68333333,0,0.299713811
5/22/2006,14.75277778,0,0.286808125
5/23/2006,13.48888889,0,0.274978825
5/24/2006,15.65833333,0,0.264095808
5/25/2006,19.61111111,3.81,0.25404922
5/26/2006,21.48888889,24.638,0.698046282
5/27/2006,22.33611111,0,0.414157227
5/28/2006,23.01666667,0,0.389758301
5/29/2006,22.94166667,0,0.368075715
5/30/2006,23.43611111,0,0.348707941
5/31/2006,24.76388889,17.78,0.384661984
6/1/2006,23.58611111,3.556,0.392472747
6/2/2006,21.47222222,10.922,0.380899337
6/3/2006,19.49166667,0,0.392570203
6/4/2006,17.86944444,8.128,0.378106389
6/5/2006,17.22222222,0.254,0.382182052
6/6/2006,18.19166667,0,0.361768607
6/7/2006,18.33333333,0,0.343050305
6/8/2006,20.29166667,0,0.326195952
6/9/2006,20.72222222,0,0.310938336
6/10/2006,20.28333333,0,0.297059251
6/11/2006,22.04166667,19.812,0.341888025
6/12/2006,17.74166667,0.762,0.350412711
6/13/2006,17.95555556,0,0.339734819
6/14/2006,19.76111111,0,0.323200686
6/15/2006,19.50277778,0,0.308218719
6/16/2006,19.7,0,0.294578655
6/17/2006,21.44166667,0,0.282106754
6/18/2006,23.36111111,0,0.270658163
6/19/2006,22.64166667,3.556,0.26011114
6/20/2006,22.33333333,2.032,0.250362597
6/21/2006,24.45555556,0,0.241324653
6/22/2006,25.76666667,0,0.232921919
6/23/2006,24.53333333,27.432,0.61884873
6/24/2006,23.76111111,6.858,0.31689582
6/25/2006,21.44722222,14.986,0.347614836
6/26/2006,20.66666667,1.016,0.358347932
6/27/2006,23.56666667,6.604,0.339236404
6/28/2006,22.30833333,1.27,0.335124745
6/29/2006,21.25,4.318,0.319319422
6/30/2006,20.94166667,0,0.304690991
7/1/2006,22.48611111,0,0.291357949
7/2/2006,24.14444444,0,0.279154408
7/3/2006,25.11388889,0,0.267941777
7/4/2006,25.40555556,14.986,0.305798547
7/5/2006,21.58611111,43.688,1.816190331
7/6/2006,19.28055556,0.254,2.472816385
7/7/2006,17.81666667,0,1.789119873
7/8/2006,19.31111111,0,1.375726214
7/9/2006,20.87777778,0,1.124061889
7/10/2006,23.41388889,0,0.953013854
7/11/2006,22.025,2.54,0.82854747
7/12/2006,24.94444444,0,0.733624556
7/13/2006,24.5,16.764,0.842744688
7/14/2006,25.78333333,2.032,0.724958974
7/15/2006,25.69444444,0.254,0.651748047
7/16/2006,25.72222222,0,0.592259737
7/17/2006,25.49166667,0,0.542923645
7/18/2006,26.68333333,0,0.501316371
7/19/2006,26.43333333,0,0.465734777
7/20/2006,27.025,11.43,0.466073605
7/21/2006,25.36944444,3.81,0.448121266
7/22/2006,22.32222222,9.652,0.43171767
7/23/2006,22.74722222,0,0.431354502
7/24/2006,22.96944444,0,0.404915553
7/25/2006,24.02222222,0,0.381539531
7/26/2006,24.86944444,0,0.360749313
7/27/2006,25.38055556,0,0.34213496
7/28/2006,25.86944444,0,0.325369313
7/29/2006,23.99444444,2.032,0.310188017
7/30/2006,26.03888889,0,0.296375078
7/31/2006,25.70833333,0,0.283752251
8/1/2006,26.61666667,0,0.272171105
8/2/2006,27.49722222,0,0.261507015
8/3/2006,27.79722222,0,0.251654565
8/4/2006,26.14166667,0,0.242523963
8/5/2006,24.56666667,0,0.234038246
8/6/2006,26.79444444,0,0.226131061
8/7/2006,26.94444444,0.762,0.218744889
8/8/2006,25.45555556,0,0.211829621
8/9/2006,26.09166667,0.254,0.205341395
8/10/2006,26.30833333,7.112,0.199036376
8/11/2006,22.58888889,13.716,0.227224494
8/12/2006,23.27222222,0,0.227576062
8/13/2006,23.78888889,0,0.220292005
8/14/2006,24.11666667,0,0.213279363
8/15/2006,21.66111111,2.794,0.20670272
8/16/2006,22.06666667,0,0.200522448
8/17/2006,23.825,0,0.194703596
8/18/2006,23.79444444,1.524,0.189215218
8/19/2006,25.65277778,8.128,0.186031351
8/20/2006,21.65277778,12.192,0.21994104
8/21/2006,22.48333333,0,0.211631215
8/22/2006,22.13333333,0,0.205160811
8/23/2006,21.85833333,0,0.199071713
8/24/2006,21.80277778,0,0.193336144
8/25/2006,23.03055556,0,0.187924048
8/26/2006,24.075,0,0.182808691
8/27/2006,24.48333333,0.254,0.177966218
8/28/2006,25.51944444,15.494,0.273401967
8/29/2006,25.33333333,16.764,0.240687304
8/30/2006,24.75277778,0,0.24070293
8/31/2006,21.56111111,12.7,0.27341373
9/1/2006,18.52777778,3.556,0.26040068
9/2/2006,17.26666667,0,0.255629929
9/3/2006,18.22222222,0,0.246213379
9/4/2006,19.775,8.636,0.243219246
9/5/2006,19.44166667,9.144,0.259716087
9/6/2006,20.42222222,0,0.267577851
9/7/2006,19.63611111,0,0.25768921
9/8/2006,20.38333333,0,0.248119671
9/9/2006,21.04444444,0,0.239241485
9/10/2006,22.68333333,0,0.230981938
9/11/2006,22.21111111,7.62,0.230986927
9/12/2006,21.05,6.096,0.233271464
9/13/2006,17.61666667,9.398,0.245008016
9/14/2006,17.63055556,0,0.251407988
9/15/2006,17.65555556,0,0.242365185
9/16/2006,18.66944444,0,0.233890478
9/17/2006,19.94444444,0,0.22599319
9/18/2006,20.49166667,12.954,0.25955538
9/19/2006,18.42777778,0.254,0.250157059
9/20/2006,10.46666667,0,0.241143705
9/21/2006,12.57777778,0,0.232753457
9/22/2006,15.05833333,6.35,0.230784892
9/23/2006,20.71111111,37.084,1.383187907
9/24/2006,18.06111111,6.096,1.570607384
9/25/2006,16.4,0,1.50761052
9/26/2006,15.62222222,0,1.208246053
9/27/2006,15.97222222,0,1.011801301
9/28/2006,12.20277778,13.716,1.028364021
9/29/2006,11.36388889,0,1.099539329
9/30/2006,14.62222222,12.954,1.516198419
10/1/2006,16.78888889,0,1.635469579
10/2/2006,16.65833333,0,1.286462905
10/3/2006,17.17777778,0,1.064997433
10/4/2006,19.76944444,0,0.9108033
10/5/2006,18.32777778,11.43,0.883122136
10/6/2006,11.425,0.508,0.819210148
10/7/2006,12.425,0.254,0.726356168
10/8/2006,15.01111111,0,0.652865476
10/9/2006,17.87777778,0,0.593177823
10/10/2006,18.44722222,0,0.543691946
10/11/2006,18.59444444,6.858,0.499977177
10/12/2006,6.294444444,1.524,0.484412957
10/13/2006,5.319444444,0,0.467769689
10/14/2006,6.513888889,0,0.436776013
10/15/2006,6.619444444,0,0.409639521
10/16/2006,8.952777778,17.018,0.51932411
10/17/2006,15,10.414,0.656220503
10/18/2006,19.03055556,0,0.890855982
10/19/2006,15.92777778,2.794,0.759850967
10/20/2006,11.19166667,2.794,0.691039073
10/21/2006,9.961111111,0,0.661495199
10/22/2006,9.813888889,0.254,0.600404379
10/23/2006,3.469444444,0,0.549731908
10/24/2006,3.763888889,0,0.507095615
10/25/2006,4.527777778,0,0.470704168
10/26/2006,9.236111111,2.794,0.430076959
10/27/2006,11.62222222,58.928,13.3094888
10/28/2006,7.616666667,2.032,4.472486269
10/29/2006,11.00555556,0,3.29128574
10/30/2006,13.1,0,2.029820929
10/31/2006,13.975,4.064,1.396496751
11/1/2006,11.98055556,15.748,2.610549631
11/2/2006,3.813888889,0,2.561868841
11/3/2006,1.541666667,0,1.758677902
11/4/2006,3.947222222,0,1.358377326
11/5/2006,8.658333333,0,1.112718019
11/6/2006,13.57777778,0,0.944969098
11/7/2006,14.26111111,11.43,0.97052404
11/8/2006,12.53611111,8.89,1.204437306
11/9/2006,14.31388889,0.254,1.502435448
11/10/2006,15.01388889,0,1.227098811
11/11/2006,13.28055556,6.858,1.011775431
11/12/2006,5.375,0,0.97422035
11/13/2006,5.977777778,0,0.84448446
11/14/2006,6.85,0,0.745987738
11/15/2006,8.172222222,9.398,0.731210864
11/16/2006,10.50555556,13.716,1.867218466
11/17/2006,5.083333333,0.508,2.081942546
11/18/2006,7.108333333,0,1.533835925
11/19/2006,4.541666667,3.048,1.158849787
11/20/2006,2.091666667,0,1.07073552
11/21/2006,2.422222222,0,0.914942669
11/22/2006,3.394444444,0,0.799908272
11/23/2006,3.816666667,0,0.711251537
11/24/2006,6.461111111,0,0.640708733
11/25/2006,8.644444444,0,0.5831727
11/26/2006,8.163888889,0,0.535307454
11/27/2006,8.986111111,0,0.494837006
11/28/2006,9.394444444,0,0.460152935
11/29/2006,16.17222222,0,0.430085024
11/30/2006,16.64722222,0,0.403760781
12/1/2006,12.40555556,6.858,0.390984006
12/2/2006,1.983333333,0,0.394381002
12/3/2006,1.680555556,0,0.372300796
12/4/2006,-3.088888889,0,0.352491922
12/5/2006,-1.275,0,0.33470928
12/6/2006,3.038888889,0,0.318654818
12/7/2006,-0.697222222,0,0.304086511
12/8/2006,-7.291666667,0,0.290805734
12/9/2006,-3.680555556,0,0.27864792
12/10/2006,1.163888889,0,0.267475527
12/11/2006,5.266666667,0,0.257172696
12/12/2006,5.983333333,1.27,0.243798242
12/13/2006,8.722222222,0.508,0.239524086
12/14/2006,7.397222222,0,0.231245904
12/15/2006,7.816666667,0,0.223524703
12/16/2006,6.758333333,0,0.21630644
12/17/2006,9.066666667,0,0.209543283
12/18/2006,9.980555556,0,0.203193299
12/19/2006,5.988888889,0.508,0.197219573
12/20/2006,4.991666667,0,0.191589472
12/21/2006,8.425,8.382,0.195779375
12/22/2006,10.68333333,23.368,0.660422311
12/23/2006,5.333333333,0,0.529063346
12/24/2006,3.886111111,0,0.502169589
12/25/2006,7.938888889,4.318,0.463476023
12/26/2006,5.219444444,2.286,0.504291689
12/27/2006,1.641666667,0.254,0.495200933
12/28/2006,3.65,0,0.460470344
12/29/2006,4.558333333,0,0.430361632
12/30/2006,5.505555556,0,0.404004047
12/31/2006,10.28055556,11.176,0.532323591
1/1/2007,6.266666667,0.762,0.615833672
1/2/2007,2.311111111,0,0.562895304
1/3/2007,1.402777778,0,0.518235301
1/4/2007,7.211111111,3.048,0.471605669
1/5/2007,15.66666667,13.208,0.827263789
1/6/2007,12.85555556,0.254,1.068547606
1/7/2007,7.675,16.764,1.773381209
1/8/2007,4.794444444,2.286,2.265718207
1/9/2007,0.95,4.826,2.115787848
1/10/2007,-1.444444444,0,2.133345741
1/11/2007,2.686111111,0,1.563708533
1/12/2007,8.766666667,0,1.242867357
1/13/2007,12.59444444,4.064,0.993755264
1/14/2007,15.25833333,0,0.933290692
1/15/2007,12.60277778,11.176,1.025755417
1/16/2007,1.991666667,0.254,1.307395008
1/17/2007,-2.391666667,0,1.086563319
1/18/2007,2.030555556,0,0.926308466
1/19/2007,0.769444444,0,0.808494455
1/20/2007,-1.286111111,0,0.71798019
1/21/2007,1.219444444,17.78,1.956404595
1/22/2007,3.211111111,1.016,1.640820963
1/23/2007,-1.397222222,0.508,1.368115594
1/24/2007,0.027777778,0,1.244001846
1/25/2007,-2.255555556,0.254,0.970149589
1/26/2007,-0.977777778,0,0.902858594
1/27/2007,5.516666667,0.508,0.790746987
1/28/2007,-3.383333333,0.508,0.674479997
1/29/2007,-5.638888889,0,0.643561572
1/30/2007,-2.430555556,0,0.58555779
1/31/2007,-6.197222222,0,0.537308549
2/1/2007,0.966666667,0,0.496540873
2/2/2007,-1.752777778,0,0.461621852
2/3/2007,-2.186111111,0.254,0.419625735
2/4/2007,-7.286111111,0,0.407407636
2/5/2007,-10.10166667,0,0.38380586
2/6/2007,-9.101944444,0,0.36277139
2/7/2007,-3.419444444,0.508,0.337202058
2/8/2007,-4.466666667,0.254,0.323903739
2/9/2007,-5.547222222,0,0.31649867
2/10/2007,-6.002777778,0,0.302125407
2/11/2007,-5.041666667,0,0.289013504
2/12/2007,-0.980555556,4.572,0.374410555
2/13/2007,5.961111111,1.524,0.367430677
2/14/2007,-0.458333333,1.778,0.375858958
2/15/2007,-6.569444444,0.254,0.392089049
2/16/2007,-5.411111111,0,0.38517255
2/17/2007,-4.986111111,0,0.364117221
2/18/2007,-5.638888889,0,0.345158331
2/19/2007,-0.805555556,1.778,0.348293757
2/20/2007,7.744444444,2.286,0.372587787
2/21/2007,11.75,1.524,0.374599163
2/22/2007,6.666666667,0,0.354677677
2/23/2007,1.877777778,0,0.33667668
2/24/2007,3.497222222,1.524,0.315039754
2/25/2007,11.75,3.556,0.30714815
2/26/2007,6.025,2.286,0.300138371
2/27/2007,5.286111111,0,0.295733749
2/28/2007,6.752777778,0,0.283201339
3/1/2007,6.444444444,35.56,5.437478273
3/2/2007,8.169444444,0,2.171353314
3/3/2007,5.238888889,0,1.576077445
3/4/2007,-0.316666667,0,1.25042503
3/5/2007,3.772222222,0,1.040656483
3/6/2007,2.702777778,0,0.89317356
3/7/2007,9.197222222,0,0.783376548
3/8/2007,6.391666667,0,0.69824521
3/9/2007,10.13611111,0,0.630194945
3/10/2007,9.961111111,0.762,0.574489388
3/11/2007,8.144444444,0,0.528009729
3/12/2007,8.763888889,0,0.488614379
3/13/2007,15.03888889,0,0.454781865
3/14/2007,17.86944444,6.604,0.433744226
3/15/2007,12.53055556,5.334,0.42450433
3/16/2007,1.608333333,2.54,0.421380891
3/17/2007,1.861111111,0,0.410680513
3/18/2007,1.277777778,0,0.386645489
3/19/2007,6.738888889,1.778,0.357448187
3/20/2007,11.5,5.588,0.359617019
3/21/2007,16.38611111,0,0.352710994
3/22/2007,16.59722222,0,0.334907892
3/23/2007,16.77777778,0,0.318834604
3/24/2007,20.38611111,0,0.304250044
3/25/2007,19.48055556,0,0.290955138
3/26/2007,19.40277778,0,0.27878496
3/27/2007,20.04722222,0,0.267601687
3/28/2007,16.69166667,12.7,0.305428894
3/29/2007,16.64722222,0,0.294925889
3/30/2007,16.43611111,0,0.282436268
3/31/2007,18.63888889,0,0.270961193
4/1/2007,19.34444444,1.778,0.260390773
4/2/2007,18.44722222,0,0.250621457
4/3/2007,17.43888889,14.986,0.343656621
4/4/2007,8.797222222,0.762,0.287501135
4/5/2007,2.441666667,0,0.275618873
4/6/2007,1.25,0,0.264685645
